left,right,label,score
per-åke larson,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",0.0,0.0
curtis e. dyreson,"andrew eisenberg , jim melton",1.0,1.0
"philip a. bernstein , erhard rahm","joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",0.0,0.0
m. tamer özsu,"charu c. aggarwal , philip s. yu",0.0,0.0
"sunil prabhakar , radu sion , mikhail j. atallah",joseph fong,1.0,1.0
"martin theobald , sergej sizov , jens graupmann","mike p. papazoglou , bernd j. krämer",0.0,0.0
"louiqa raschid , laura bright","peter m. g. apers , stefano ceri , richard t. snodgrass",0.0,0.0
paradise team,"jeffrey f. naughton , stratis viglas",0.0,0.0
"alexei p. stolboushkin , michael a. taitslin","christian s. jensen , kristian torp , richard t. snodgrass",0.0,0.0
karl aberer,"guozhu dong , jian pei , jiawei han , ke wang",0.0,0.0
"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",1.0,1.0
"terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto",luca cardelli,0.0,0.0
rafael alonso,"per-åke larson , jingren zhou , jonathan goldstein",1.0,1.0
"dennis shasha , philippe bonnet",özgür ulusoy,0.0,0.0
"anthony tomasic , eric simon",bruce e. martin,1.0,1.0
"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",0.0,0.0
"claude delobel , sophie cluet , sihem amer-yahia",anant jhingran,1.0,1.0
"karl aberer , xiaoya yang , klemens böhm , erich j. neuhold","malcolm p. atkinson , ronald morrison",0.0,0.0
"hector garcia-molina , sergey brin , james davis","xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",0.0,0.0
"steffen staab , rudi studer , york sure",donald d. chamberlin,0.0,0.0
"jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil","ioana manolescu , donald kossmann , daniela florescu",0.0,0.0
"stefano ceri , stefano paraboschi , angela bonifati","ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",0.0,0.0
michael j. franklin,ming-chuan wu,0.0,0.0
"peter j. barclay , kenneth j. mitchell , jessie b. kennedy","roberta cochrane , hamid pirahesh , nelson mendonça mattos",0.0,0.0
"s. muthukrishnan , flip korn","king-ip lin , harpreet s. sawhney , rakesh agrawal , kyuseok shim",0.0,0.0
kjetil nørvåg,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",0.0,0.0
richard t. snodgrass,"julia e. hodges , shekar ramanathan",0.0,0.0
"alexander aiken , daniel shawcross wilkerson , saul schleimer","young-gook ra , viviane crestana-taube , matthew c. jones , elke a. rundensteiner , pedro josé marrón , harumi a. kuno",0.0,0.0
"vivek r. narasayya , sanjay agrawal , surajit chaudhuri","ada wai-chee fu , man hon wong , chan man kuok",0.0,0.0
gary hallmark,"zhao-hui tang , fei sha , georges gardarin",0.0,0.0
xiaolei qian,"eric simon , esther pacitti",0.0,0.0
asuman dogac,"suresha , kaushik dutta , krithi ramamritham , anindya datta , helen m. thomas , debra e. vandermeer",1.0,1.0
"jian pei , guozhu dong , ke wang , jiawei han , jianyong wang","rajeev motwani , serge abiteboul , svetlozar nestorov",0.0,0.0
"hakan hacigümüs , chen li , sharad mehrotra , balakrishna r. iyer","shivakumar venkataraman , subbu n. subramanian",1.0,1.0
"hans-peter kriegel , stefan berchtold","peter m. g. apers , mark w. w. vermeer",0.0,0.0
david b. lomet,"carol small , alexandra poulovassilis",0.0,0.0
"boris motik , alexander maedche , ljiljana stojanovic",michael j. franklin,0.0,0.0
sunita sarawagi,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",0.0,0.0
"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",asuman dogac,0.0,0.0
"mitch cherniack , stanley b. zdonik","laks v. s. lakshmanan , frédéric gingras",1.0,1.0
"luis gravano , anthony tomasic , hector garcia-molina",karl aberer,0.0,1.0
"i-min a. chen , dennis mcleod , richard hull","yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel",0.0,0.0
rafael alonso,keishi tajima,0.0,0.0
"paolo ciaccia , florian waas , ilaria bartolini","lyman do , pamela drew , prabhu ram",0.0,0.0
"david b. lomet , jim gray , zarka cvetanovic , chris nyberg , tom barclay","kyu-young whang , gunter schlageter , amr el abbadi",0.0,0.0
"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer","kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang",0.0,0.0
viswanathan krishnamurthy,"jennifer widom , shivnath babu",0.0,0.0
"michael stonebraker , sunita sarawagi","zhiyuan chen , flip korn , johannes gehrke",0.0,0.0
"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck",jim kleewein,0.0,0.0
"hongjun lu , huan liu , rudy setiono","masaru kitsuregawa , takahiko shintani",0.0,0.0
"guido moerkotte , jens claußen , klaus peithner , alfons kemper",alberto o. mendelzon,0.0,0.0
"david konopnicki , oded shmueli",radek vingralek,0.0,0.0
"sangyong hwang , kihong kim , sang kyun cha , keunjoo kwon","eugene j. shekita , david e. simmen , timothy malkemus",1.0,1.0
"yannis theodoridis , alexandros nanopoulos , yannis manolopoulos","shiby thomas , rakesh agrawal , sunita sarawagi",0.0,0.0
"david b. lomet , daniel barbará , josé a. blakeley , michael stonebraker , daniel h. fishman","berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr",0.0,0.0
carsten blecken,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",0.0,0.0
carrie ballinger,"jeffrey xu yu , weifa liang , maria e. orlowska",0.0,0.0
karl aberer,"mick j. jordan , susan spence , laurent daynès , malcolm p. atkinson , tony printezis",1.0,1.0
avigdor gal,"daniele nardi , maurizio lenzerini , stefano trisolini",0.0,0.0
"yannis e. ioannidis , minos n. garofalakis , banu özden","wes cowley , dimitris plexousakis",0.0,0.0
"shashi k. gadia , christian s. jensen , patrick j. hayes , ramez elmasri , sushil jajodia , james clifford","edward y. chang , chen li",0.0,0.0
richard t. snodgrass,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",0.0,0.0
david vaskevitch,"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian",0.0,0.0
"benjamin nguyen , iraklis varlamis , maria halkidi , michalis vazirgiannis","arunprasad p. marathe , kenneth salem",0.0,0.0
"jörg sander , jianjun zhou",paul cotton,0.0,0.0
rafael alonso,"julia e. hodges , shekar ramanathan",0.0,0.0
vijay v. raghavan,larry ellison,0.0,1.0
"hector garcia-molina , luis gravano , anthony tomasic","lionel brunie , harald kosch",0.0,0.0
"ratko orlandic , craig swietlik , jack lukaszuk","mary f. fernandez , peter buneman , dan suciu",0.0,0.0
"alfons kemper , ehud gudes , natalija krivokapic","thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",0.0,0.0
"jun gao , jian pei , tengjiao wang , shiwei tang , yuqing wu , dongqing yang","anil kumar , vassilis j. tsotras",0.0,0.0
"michele missikoff , anna formica , hans dietmar gröger",josé a. blakeley,0.0,0.0
"yasushi kiyoki , takanari hayama , takashi kitagawa","zhiyuan chen , flip korn , johannes gehrke",0.0,0.0
"jochen doppelhammer , donald kossmann , thomas höppler , alfons kemper","timothy j. norman , nicholas r. jennings , peyman faratin",0.0,0.0
"kyu-young whang , il-yeol song , young-koo lee , jong-hak lee","venky harinarayan , dallan quass , ashish gupta",0.0,0.0
"jun gao , jian pei , tengjiao wang , shiwei tang , yuqing wu , dongqing yang","michael d. soo , richard t. snodgrass , michael h. böhlen",0.0,0.0
"per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross","till westmann , sven helmer , guido moerkotte , donald kossmann",0.0,0.0
"mark klein , abraham bernstein , chrysanthos dellarocas","tak w. yan , hector garcia-molina",1.0,1.0
"frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles","david maier , leonidas fegaras",1.0,1.0
"rakesh agrawal , jerry kiernan","s. muthukrishnan , h. v. jagadish , nick koudas",0.0,0.0
michael a. olson,"konrad schwarz , eva kühn , thomas tschernko",0.0,0.0
"stanley m. t. yau , antonio si , dennis mcleod , hong va leong","yahiko kambayashi , koichi goto",1.0,1.0
"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer","hector garcia-molina , luis gravano",0.0,0.0
"kyuseok shim , sridhar ramaswamy , rajeev rastogi","cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",0.0,0.0
"terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto","rajeev motwani , serge abiteboul , svetlozar nestorov",0.0,0.0
"jens-peter dittrich , peter widmayer , david scot taylor , bernhard seeger","brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",0.0,0.0
charu c. aggarwal,"mikael berndtsson , jörgen hansson",1.0,1.0
m. tamer özsu,"surajit chaudhuri , kyuseok shim",0.0,0.0
won kim,nam huyn,0.0,0.0
"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi","h. v. jagadish , shaul dar , divesh srivastava , alon y. levy",0.0,0.0
ling liu,"nikos mamoulis , dimitris papadias",1.0,1.0
"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton","kyu-young whang , gunter schlageter , amr el abbadi",0.0,0.0
"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian","jurgen annevelink , tak w. yan",1.0,1.0
c. mohan,"alexandros biliris , euthimios panagos",0.0,0.0
vijay kumar,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",0.0,0.0
"phillip b. gibbons , minos n. garofalakis","matthias jarke , jörg köller , thomas list",1.0,1.0
"dennis shasha , jim gray , patrick e. oneil , pat helland","dinkar sitaram , asit dan",1.0,1.0
"johannes gehrke , yong yao","matthias jarke , jörg köller , thomas list",0.0,0.0
"beng chin ooi , dimitris papadias , kian-lee tan , wee siong ng , panos kalnis","manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt",0.0,0.0
gary hallmark,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",0.0,0.0
paul brown,ralf hartmut güting,0.0,0.0
"ioana burcea , milenko petrovic , hans-arno jacobsen","hans-peter kriegel , stefan berchtold , daniel a. keim",0.0,0.0
joseph fong,"claude delobel , sophie cluet , sihem amer-yahia",0.0,0.0
"carmem s. hara , susan b. davidson , yi chen , yifeng zheng","yannis e. ioannidis , minos n. garofalakis",0.0,0.0
"bernhard seeger , jens-peter dittrich , jochen van den bercken","naci ishakbeyoglu , z. meral özsoyoglu",0.0,0.0
"melissa truong , louis burger , william j. mckenna , chi hoang",pedro celis,1.0,1.0
"mahmut t. kandemir , ning an , mary jane irwin , anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan",m. tamer özsu,0.0,0.0
"rajeev motwani , serge abiteboul , svetlozar nestorov","s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",0.0,0.0
"marcelo arenas , vasiliki kantere , renée j. miller , anastasios kementsietsidis , john mylopoulos , iluju kiringa","cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",0.0,0.0
"michael stonebraker , sunita sarawagi","jeffrey f. naughton , stratis viglas",1.0,1.0
"edward maros , darrel j. van buer , marjorie templeton , herbert henley","divesh srivastava , s. sudarshan , kenneth a. ross",0.0,0.0
"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki","martin staudt , matthias jarke",0.0,0.0
"andrew eisenberg , jim melton","kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",0.0,1.0
"haixun wang , chang luo , carlo zaniolo","wolfgang klas , frank moser , achim kraiss",1.0,1.0
"nick roussopoulos , christos faloutsos , timos k. sellis","marianne winslett , kenneth smith , xiaolei qian",0.0,0.0
"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian","julia e. hodges , shekar ramanathan",0.0,0.0
"ioana manolescu , gianni costa , andrei arion , andrea pugliese , angela bonifati , sandra daguanno","zhao-hui tang , georges gardarin , jean-robert gruser",0.0,0.0
"philip a. bernstein , erhard rahm , sergey melnik","israel ben-shaul , benny reich",0.0,0.0
"windsor w. hsu , alan jay smith , honesty c. young","oded shmueli , jennifer widom",1.0,0.0
"charu c. aggarwal , philip s. yu","walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",0.0,0.0
"atsushi ohori , peter buneman","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",0.0,0.0
"jens-peter dittrich , peter widmayer , david scot taylor , bernhard seeger",dan suciu,1.0,1.0
"amélie marian , jérôme siméon","rajeev rastogi , minos n. garofalakis , chee yong chan",0.0,0.0
"peter sawyer , awais rashid",michael h. böhlen,0.0,0.0
c. mohan,"andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos",0.0,0.0
"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu",michael l. brodie,0.0,1.0
"juan loaiza , ashok joshi , tirthankar lahiri , william bridge","alberto o. mendelzon , paolo atzeni",0.0,0.0
"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner","andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",0.0,0.0
"robert j. glushko , bart meltzer","dan suciu , hartmut liefke",0.0,0.0
"ming-chien shan , fabio casati",philip a. bernstein,0.0,0.0
"yannis theodoridis , alexandros nanopoulos , yannis manolopoulos","robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt",0.0,0.0
"wen-syan li , chris clifton","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",0.0,0.0
paradise team,"venkatesh ganti , raghu ramakrishnan , mong-li lee",0.0,0.0
michael a. olson,"rakesh agrawal , jerry kiernan",0.0,0.0
"soumen chakrabarti , byron dom , sunita sarawagi","mitch cherniack , kenneth a. ross , gottfried vossen",0.0,1.0
christoph bussler,"sanjeev khanna , michael greenwald",1.0,1.0
"d. wildfogel , ramana yerneni","xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",0.0,0.0
"daniela florescu , helena galhardas , dennis shasha , eric simon","timothy griffin , richard hull",0.0,0.0
"hanan samet , erik g. hoel",richard t. snodgrass,0.0,0.0
"philip a. bernstein , erhard rahm","ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",0.0,0.0
"sirish chandrasekaran , michael j. franklin","sang hyuk son , rasikan david , bhavani m. thuraisingham",0.0,0.0
"thomas j. e. schwarz , witold litwin","david j. dewitt , manish mehta",0.0,0.0
?,"sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará",0.0,0.0
egbert-jan sol,"soumen chakrabarti , byron dom , sunita sarawagi",1.0,1.0
"gottfried vossen , jens lechtenbörger , dominique laurent , nicolas spyratos","mikael berndtsson , jörgen hansson",0.0,0.0
ronald g. ross,"daphne koller , lise getoor , benjamin taskar",0.0,0.0
"yannis theodoridis , dieter pfoser , christian s. jensen","meikel pöss , chris floyd",0.0,0.0
"andreas grünhagen , steffen rost , donald kossmann , daniela florescu","piotr indyk , sudipto guha , nitin thaper , nick koudas",0.0,0.0
"weiye zhang , per-åke larson","james frew , jeff dozier",0.0,0.0
"fenia zioga , peter triantafillou , stavros christodoulakis","luis gravano , nicolas bruno , surajit chaudhuri",1.0,1.0
"witold litwin , marie-anne neimat , donovan a. schneider","walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",0.0,0.0
z. meral özsoyoglu,"zhao-hui tang , jean-robert gruser , georges gardarin",0.0,0.0
"hanan samet , erik g. hoel","christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross",0.0,1.0
"albertas caplinskas , johann eder , olegas vasilecas","marcin skubiszewski , patrick valduriez",0.0,0.0
"pin-kwang eng , kian-lee tan , beng chin ooi","kenneth a. ross , jun rao",1.0,1.0
"reinhard pichler , georg gottlob , christoph koch",narendra mohan,0.0,0.0
"v. s. subrahmanian , eric lemar , k. selçuk candan","christian a. lang , ambuj k. singh",1.0,1.0
"edward sciore , michael siegel , arnon rosenthal","dave birdsall , hedieh yaghmai , harry leslie , rohit jain",1.0,1.0
"shu-yao chien , carlo zaniolo , vassilis j. tsotras",karl aberer,0.0,1.0
"val tannen , arnaud sahuguet , alin deutsch , lucian popa","claudia bauzer medeiros , fatima pires",1.0,1.0
soumen chakrabarti,"julia e. hodges , shekar ramanathan",0.0,0.0
xiaolei qian,"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian",0.0,0.0
"david konopnicki , oded shmueli","david j. dewitt , manish mehta",0.0,0.0
"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","sang hyuk son , rasikan david , bhavani m. thuraisingham",0.0,0.0
"philip a. bernstein , erhard rahm","manuel rodriguez-martinez , nick roussopoulos",0.0,0.0
joachim hammer,"lyman do , prabhu ram , pamela drew",1.0,1.0
"richard hull , mohammed rupawalla , michael doherty",prabhakar raghavan,0.0,0.0
"christian böhm , hans-peter kriegel , stefan berchtold","binto george , jayant r. haritsa",0.0,0.0
"susanne englert , jim gray , kenneth baclawski , peter j. weinberger , prakash sundaresan","paolo ciaccia , pavel zezula , marco patella",0.0,0.0
torsten grust,"donald kossmann , frank ramsak , steffen rost",0.0,0.0
"luis gravano , nicolas bruno , surajit chaudhuri","surajit chaudhuri , kyuseok shim",0.0,0.0
"michalis vazirgiannis , yannis batistakis , maria halkidi","maria luisa sapino , sibel adali , v. s. subrahmanian",0.0,0.0
"joseph m. hellerstein , jeffrey f. naughton",anant jhingran,0.0,0.0
"alain pirotte , esteban zimányi , tatiana yakusheva , david massart","tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",0.0,0.0
"edward l. wimmers , rakesh agrawal","sridhar ramaswamy , sameer mahajan , abraham silberschatz",0.0,0.0
"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel","gautam bhargava , balakrishna r. iyer , piyush goel",0.0,0.0
"kaizhong zhang , jason tsong-li wang , bruce a. shapiro , thomas g. marr , gung-wei chirn , dennis shasha","carol small , alexandra poulovassilis",0.0,0.0
"wenke lee , eleazar eskin , wei fan , salvatore j. stolfo , philip k. chan","manish mehta , david j. dewitt",0.0,0.0
"yirong xu , ramakrishnan srikant , rakesh agrawal","paolo ciaccia , pavel zezula , marco patella",0.0,0.0
"binto george , jayant r. haritsa","m. tamer özsu , kaladhar voruganti , ronald c. unrau",0.0,0.0
"dennis mcleod , goksel aslan","gale martin , ray shea , tomasz ksiezyk , roberto j. bayardo jr. , marian h. nodine , william bohrer , vipul kashyap , c. unnikrishnan , richard s. brice , mosfeq rashid , amy unruh , abdelsalam helal , andrzej cichocki , marek rusinkiewicz , darrell woelk , jerry fowler",0.0,0.0
gerhard weikum,"jun zhang , dimitris papadias , manli zhu , yufei tao , dik lun lee",1.0,1.0
"dennis shasha , philippe bonnet",john l. schnase,0.0,0.0
"gang zhou , richard hull","raghu ramakrishnan , miron livny , praveen seshadri",0.0,0.0
"andreas müller , marco pötke , thomas seidl , hans-peter kriegel","svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen",0.0,0.0
"nandit soparkar , krithi ramamritham","timothy j. norman , nicholas r. jennings , peyman faratin",1.0,1.0
"ben shneiderman , richard beigel , egemen tanin","brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",0.0,0.0
steven j. derose,"yildiray kabak , gokce laleci , sait pektas , serkan toprak , yusuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",1.0,1.0
"jian pei , guozhu dong , ke wang , jiawei han , jianyong wang",luca cardelli,0.0,0.0
narendra mohan,"michael h. böhlen , christian s. jensen , michalis vazirgiannis , nikos a. lorentzos , markus schneider , ralf hartmut güting , martin erwig",0.0,0.0
"rachel pottinger , alon y. levy","claudio sartori , sonia bergamaschi , domenico beneventano",0.0,0.0
jennifer widom,"gennady antoshenkov , mohamed ziauddin",0.0,0.0
"carl medsker , margaret christensen , il-yeol song","betty salzberg , chendong zou",1.0,1.0
"edward maros , darrel j. van buer , marjorie templeton , herbert henley","vasilis vassalos , yannis papakonstantinou",0.0,0.0
"azer bestavros , spyridon braoudakis","vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",1.0,1.0
"philippe pucheral , christophe bobineau , luc bouganim , patrick valduriez , nicolas anciaux","thomas seidl , hans-peter kriegel",0.0,0.0
amit p. sheth,"omar boucelma , zoé lacroix",0.0,0.0
"bruce bargmeyer , brad perry , jerry fowler , marian h. nodine","michael j. franklin , mehmet altinel",0.0,0.0
"zachary g. ives , qiong luo","shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",0.0,0.0
"dao-i lin , peter piatko , roman yangarber , dennis shasha","ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , josé luis ambite , pragnesh jay modi , sheila tejada , naveen ashish",1.0,1.0
marianne winslett,c. mohan,0.0,0.0
henry f. korth,"mary f. fernandez , dan suciu , atsuyuki morishima",0.0,0.0
"dieter fensel , alexander maedche , christoph bussler","terrance swift , konstantinos f. sagonas , david scott warren",0.0,0.0
soumen chakrabarti,jeff sidell,0.0,0.0
"tak w. yan , hector garcia-molina","michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini",0.0,0.0
"shimin chen , todd c. mowry , phillip b. gibbons","john murphy , mark roantree , wilhelm hasselbring",1.0,1.0
"sirish chandrasekaran , michael j. franklin",harald kosch,0.0,0.0
"jian pei , laks v. s. lakshmanan , yan zhao","lyman do , pamela drew , prabhu ram",0.0,0.0
"prabhakar raghavan , david gibson , jon m. kleinberg","martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",0.0,0.0
"reinhard braumandl , alfons kemper , donald kossmann","roger s. barga , david b. lomet",0.0,0.0
"wai fu fung , david sun , johannes gehrke","tapas kanungo , frederick reiss",0.0,0.0
"hongyan liu , hongjun lu","terence critchlow , ron musick",1.0,1.0
"kyuseok shim , sridhar ramaswamy , rajeev rastogi","julia e. hodges , shekar ramanathan",0.0,0.0
"weipeng p. yan , per-åke larson","peter j. haas , rakesh agrawal , jerry kiernan",0.0,0.0
"martin wechsler , ulrike glavitsch , peter schäuble","jeffrey f. naughton , amit shukla , prasad deshpande",0.0,0.0
"kenneth salem , arunprasad p. marathe","sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",0.0,0.0
christian böhm,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",0.0,0.0
michael l. brodie,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",0.0,0.0
"shivakumar venkataraman , subbu n. subramanian","b. sreenath , s. seshadri",0.0,0.0
"charu c. aggarwal , philip s. yu","vijay atluri , anupam joshi , yelena yesha",0.0,0.0
josé a. blakeley,"german shegalov , gerhard weikum , wolfgang wonner , michael gillmann , jeanine weißenfels",0.0,0.0
terence critchlow,george colliat,0.0,0.0
"kajal t. claypool , elke a. rundensteiner , hong su , keiji oenoki , li chen","sebastiaan h. von solms , martin s. olivier",0.0,0.0
