left_id,right_id,label,id
2090,14587,0,596
2341,7893,1,597
2389,18507,0,598
1016,17238,0,599
199,7530,0,600
1426,6182,0,601
2412,121,0,602
856,16597,0,603
1699,17616,0,604
1927,854,0,605
1542,14055,0,606
2389,17837,0,607
1131,10180,0,608
22,232,0,609
2323,17390,0,610
1595,15389,0,611
305,1338,0,612
1631,3177,0,613
889,8764,0,614
1522,18457,0,615
1423,9727,1,616
123,818,0,617
22,16504,0,618
334,725,0,619
547,17256,0,620
2147,12293,0,621
1959,20429,0,622
805,6310,0,623
2507,16183,0,624
1608,3271,0,625
1508,636,0,626
576,18152,0,627
79,17237,0,628
661,9985,0,629
1001,8678,0,630
832,5272,0,631
2274,8262,0,632
1145,10785,0,633
1178,14680,0,634
1701,14272,0,635
1681,1331,0,636
1092,5776,0,637
967,20121,0,638
1646,13032,0,639
2164,13943,0,640
824,6477,0,641
1507,14635,0,642
1240,1303,0,643
2371,20993,0,644
2246,16773,0,645
1699,20801,0,646
2464,13686,0,647
660,10398,0,648
1258,14686,0,649
688,10791,0,650
1602,10608,1,651
201,5536,0,652
2548,1648,0,653
528,11226,0,654
753,14306,0,655
769,6362,1,656
978,18187,0,657
339,13561,0,658
417,14680,0,659
709,3126,0,660
1695,16901,0,661
1997,12451,1,662
1169,3320,0,663
803,4121,1,664
1583,11970,0,665
2430,286,0,666
1360,15776,0,667
2510,21469,0,668
278,20657,0,669
1229,14620,0,670
1809,9063,0,671
944,772,0,672
2018,5204,0,673
1487,888,0,674
2088,15396,0,675
299,4642,0,676
1454,10760,1,677
1987,8946,0,678
2229,14755,1,679
2220,10752,0,680
2030,20736,0,681
1910,11826,0,682
1136,17380,0,683
719,5771,0,684
2549,17704,0,685
1529,21793,0,686
102,15715,0,687
320,10822,0,688
2361,18200,0,689
53,20429,0,690
801,13029,1,691
688,20564,0,692
2379,264,1,693
2090,15249,0,694
1242,13108,0,695
1893,8667,0,696
2438,9876,0,697
2542,9161,0,698
2020,6740,0,699
1429,16040,0,700
218,5037,0,701
547,13271,0,702
362,18768,0,703
1987,16252,1,704
1927,11278,0,705
2149,10791,0,706
1029,16791,1,707
2192,3016,0,708
2481,6885,1,709
117,9322,0,710
2293,14509,0,711
2471,18153,0,712
2436,760,0,713
424,8534,1,714
509,7771,0,715
1037,12044,0,716
1701,19646,0,717
1611,14615,0,718
2260,189,0,719
1955,20238,0,720
1944,828,1,721
1932,3063,0,722
700,21811,0,723
547,17255,0,724
1673,1317,0,725
1296,21811,0,726
1252,11617,0,727
1534,1089,0,728
429,5217,0,729
1228,5477,0,730
187,19020,0,731
1413,8826,0,732
1872,6324,0,733
2019,17754,0,734
1080,14454,1,735
944,11968,0,736
688,10786,0,737
2249,7204,0,738
500,8565,0,739
814,17186,0,740
1242,8985,0,741
22,6954,0,742
1321,21461,0,743
53,2819,0,744
584,965,1,745
1564,8934,0,746
897,9515,0,747
1016,18303,0,748
275,20623,0,749
1426,760,0,750
2430,2819,0,751
99,635,0,752
29,8070,0,753
2389,14701,0,754
793,12098,0,755
934,8667,0,756
1405,20324,0,757
2361,6740,0,758
485,363,0,759
1641,15009,1,760
84,9610,0,761
626,18152,0,762
889,118,0,763
2397,10117,1,764
1197,20774,0,765
22,17882,0,766
1129,6601,0,767
1581,12464,0,768
1945,13413,0,769
324,556,0,770
1879,9985,0,771
1208,1607,0,772
2020,20121,0,773
1060,17837,0,774
1526,18186,0,775
2100,8944,0,776
65,3190,0,777
465,7305,0,778
1528,16323,0,779
462,4733,0,780
531,12693,0,781
1502,13388,0,782
2220,10751,0,783
1178,13427,0,784
92,11014,0,785
19,6992,0,786
1784,8486,0,787
2006,13921,1,788
576,21794,0,789
58,10144,0,790
172,7295,0,791
2538,6488,0,792
1129,10606,0,793
1853,7015,0,794
539,11542,1,795
1927,14737,0,796
717,20106,1,797
1178,6751,0,798
852,14680,0,799
224,12206,0,800
1563,430,1,801
760,1477,0,802
1211,20840,0,803
852,17203,0,804
166,20125,0,805
53,21693,0,806
700,6740,0,807
2020,16608,0,808
1000,8404,0,809
2424,12273,0,810
342,13307,0,811
759,2384,0,812
1997,2480,0,813
2392,7971,0,814
1656,2790,0,815
2430,20429,0,816
1882,2728,0,817
2305,14736,0,818
719,15884,0,819
618,12414,0,820
2429,6266,0,821
1741,2751,0,822
944,14176,0,823
1060,12781,0,824
465,4862,0,825
1689,19646,0,826
1631,15086,0,827
2501,4362,1,828
1546,14674,0,829
1661,18490,0,830
634,17108,0,831
1626,18458,0,832
1155,6941,0,833
1454,10763,0,834
1242,20737,0,835
1643,2779,1,836
1701,13499,0,837
1516,10829,0,838
125,2450,0,839
1833,20529,0,840
1983,10891,0,841
900,1003,0,842
1862,7472,0,843
2019,19861,0,844
1983,12943,0,845
677,17839,0,846
1760,16579,0,847
2517,10728,0,848
2340,1800,0,849
1067,17506,0,850
1882,12726,0,851
547,3302,0,852
709,1096,1,853
429,5216,0,854
2328,18170,0,855
1824,15224,0,856
2020,13427,0,857
2028,12891,1,858
6,13023,0,859
2293,6552,0,860
2404,18325,0,861
2440,6643,1,862
822,18443,0,863
2502,16032,1,864
480,8285,0,865
1561,6235,0,866
2472,304,0,867
821,2571,0,868
337,4883,0,869
327,20123,0,870
2395,2583,0,871
1201,18645,0,872
1193,5592,1,873
2344,6970,1,874
239,10617,1,875
1850,18452,0,876
719,1218,0,877
2225,10417,0,878
1069,15619,0,879
65,1166,0,880
1752,21545,0,881
466,16317,0,882
2504,16598,0,883
2402,17787,0,884
1016,17234,0,885
1344,21494,0,886
582,20640,0,887
725,18124,0,888
1536,16040,0,889
1711,13502,0,890
148,11828,0,891
530,18531,1,892
144,3931,0,893
2267,2527,1,894
1745,6423,0,895
2237,13291,0,896
614,10333,0,897
1547,13133,0,898
1695,20851,0,899
175,5431,0,900
889,799,0,901
2037,6457,0,902
1129,8643,0,903
213,7531,0,904
512,6200,0,905
95,1038,0,906
2094,13888,0,907
531,2724,0,908
1092,6153,0,909
2220,9734,0,910
912,21872,0,911
362,16307,1,912
1301,5233,0,913
1217,11278,0,914
547,5248,0,915
1978,11970,0,916
1850,17488,1,917
2274,21531,0,918
73,5936,0,919
2477,19527,0,920
822,20429,0,921
1951,21576,0,922
2430,18165,0,923
1178,18165,0,924
1534,11043,0,925
1467,6088,0,926
507,13910,0,927
1348,4576,0,928
238,203,0,929
584,8909,0,930
1784,3901,0,931
2121,4432,1,932
2517,10727,0,933
1827,12585,0,934
627,14701,0,935
1205,8315,0,936
724,13098,0,937
1292,18602,1,938
700,18465,0,939
397,2950,0,940
1217,20495,0,941
2220,19283,0,942
661,9986,0,943
417,18443,0,944
1070,7664,0,945
636,746,0,946
1525,589,0,947
1531,9028,0,948
1930,13378,0,949
1145,2871,0,950
2535,19569,0,951
131,3165,0,952
2394,13251,1,953
561,9734,0,954
2422,15180,0,955
2412,20963,0,956
2389,286,0,957
2037,8516,0,958
568,2035,0,959
2371,8969,0,960
1737,5039,0,961
346,8304,1,962
2340,7772,0,963
1132,18153,0,964
1091,7000,0,965
1605,13427,0,966
2017,17691,0,967
2362,17737,0,968
886,21933,0,969
2052,17577,0,970
65,15086,0,971
545,14089,0,972
1684,17291,0,973
665,9288,0,974
735,4867,0,975
793,6032,0,976
2144,2821,0,977
316,15373,0,978
466,18151,0,979
528,20191,0,980
144,12347,0,981
2220,18153,0,982
1711,16433,0,983
2424,15448,0,984
79,18556,0,985
2332,801,0,986
2079,13974,0,987
2422,11213,0,988
2085,16120,0,989
1578,12638,0,990
1531,16919,0,991
2546,16320,0,992
2443,17453,0,993
1833,3571,0,994
2546,9063,0,995
1932,4976,0,996
702,8780,0,997
1959,16333,0,998
615,12451,0,999
1451,4719,1,1000
1815,17571,0,1001
1672,9026,0,1002
1073,552,0,1003
2292,3060,0,1004
855,12122,0,1005
887,20067,0,1006
1296,8786,0,1007
1564,2981,0,1008
22,18526,0,1009
852,17561,0,1010
107,2096,0,1011
2328,3254,0,1012
944,6192,0,1013
2389,16608,0,1014
1485,3353,0,1015
725,18125,0,1016
816,11998,1,1017
556,21901,0,1018
2405,6982,0,1019
889,2793,0,1020
991,12312,1,1021
2080,18134,0,1022
1547,4788,0,1023
342,1337,0,1024
2265,13417,0,1025
2071,12820,0,1026
1257,14687,0,1027
1531,16547,0,1028
737,4752,0,1029
2504,19011,0,1030
243,6153,0,1031
1605,8786,0,1032
625,805,0,1033
315,13661,0,1034
2476,14884,0,1035
935,19579,0,1036
871,12024,0,1037
1102,966,0,1038
458,6581,0,1039
1141,5215,0,1040
1479,14308,0,1041
623,2832,0,1042
1280,17949,1,1043
294,20779,0,1044
398,17563,0,1045
1869,12573,0,1046
625,806,0,1047
1194,3151,0,1048
253,5723,0,1049
2020,21566,0,1050
1334,3203,0,1051
1695,20219,0,1052
1429,14015,0,1053
1752,18020,0,1054
2101,149,0,1055
1502,14005,0,1056
117,15292,0,1057
671,2300,0,1058
2361,6743,0,1059
1711,9543,0,1060
787,14949,0,1061
1958,16833,0,1062
1010,13085,0,1063
2216,1832,0,1064
1296,17561,0,1065
2166,15394,0,1066
1528,21324,0,1067
2163,4093,0,1068
2332,18443,0,1069
672,2948,0,1070
887,4723,0,1071
1893,698,0,1072
1247,19627,0,1073
2394,8992,0,1074
428,6200,0,1075
547,11276,0,1076
912,21629,0,1077
2408,6808,1,1078
1699,16822,0,1079
25,7115,0,1080
2188,12648,0,1081
305,10293,0,1082
2429,5967,0,1083
2461,2053,0,1084
382,6533,0,1085
1605,21566,0,1086
1508,13127,0,1087
1091,17121,0,1088
2430,17892,0,1089
594,7768,0,1090
1711,18492,0,1091
1508,14525,0,1092
1070,18643,0,1093
822,6743,0,1094
768,6360,0,1095
1060,19283,0,1096
904,7931,0,1097
2089,20315,0,1098
1571,10869,0,1099
1740,10497,0,1100
1193,519,0,1101
2154,11210,0,1102
219,729,0,1103
625,2818,0,1104
1191,13417,0,1105
1888,12764,0,1106
509,7770,0,1107
699,8002,0,1108
1571,2689,0,1109
1796,10571,0,1110
101,626,0,1111
1959,304,0,1112
1809,2815,0,1113
2365,8618,1,1114
1605,19283,0,1115
2209,18420,0,1116
70,11757,0,1117
466,16910,0,1118
16,19394,0,1119
73,21292,0,1120
2507,5040,0,1121
724,3902,0,1122
466,8782,0,1123
144,12589,0,1124
672,14826,0,1125
2404,20960,0,1126
797,12342,0,1127
1839,20067,0,1128
1483,1571,0,1129
19,6596,0,1130
510,3341,0,1131
2448,5426,0,1132
2517,12769,0,1133
1536,15158,0,1134
2122,20960,0,1135
887,20428,0,1136
2332,6740,0,1137
1978,13928,0,1138
1626,12998,0,1139
2069,5119,0,1140
597,22043,1,1141
1048,21573,0,1142
1927,6882,0,1143
1172,16301,0,1144
1498,18777,0,1145
1130,16801,0,1146
683,2226,0,1147
1626,18731,0,1148
2119,2681,0,1149
1382,2589,0,1150
720,7422,0,1151
2407,2346,0,1152
1348,8642,0,1153
1091,8314,0,1154
1456,18231,1,1155
2390,10744,0,1156
176,8825,0,1157
2112,14701,0,1158
7,1303,1,1159
557,7959,0,1160
1026,12056,0,1161
1933,9148,0,1162
1656,7870,0,1163
1661,12838,0,1164
2164,6240,0,1165
1295,12447,0,1166
700,4728,0,1167
2201,13661,0,1168
769,8429,0,1169
277,3149,0,1170
546,735,0,1171
1809,16316,0,1172
2538,12227,0,1173
1891,19706,0,1174
462,14686,0,1175
1640,9564,1,1176
994,11272,0,1177
1155,8963,0,1178
719,6401,0,1179
56,21964,1,1180
1927,2948,0,1181
1964,12901,0,1182
242,11691,0,1183
136,2576,1,1184
1933,7156,0,1185
2190,21661,1,1186
1010,20453,0,1187
215,6601,1,1188
1229,10854,0,1189
1666,18908,0,1190
1439,19654,1,1191
2211,14617,0,1192
837,16610,0,1193
1781,4394,0,1194
971,13426,0,1195
753,18358,0,1196
1863,12822,0,1197
2293,4526,0,1198
2093,15083,0,1199
253,13715,0,1200
822,18200,0,1201
626,19011,0,1202
589,1571,0,1203
1962,13416,0,1204
1875,12453,0,1205
1418,14177,0,1206
284,14569,0,1207
2342,14522,0,1208
1689,18814,0,1209
2391,6753,0,1210
1060,20125,0,1211
917,17317,1,1212
1193,4509,0,1213
2069,1172,0,1214
545,11634,0,1215
545,7624,1,1216
542,13159,1,1217
1605,9734,0,1218
497,13644,0,1219
2229,871,0,1220
599,548,0,1221
1531,7003,0,1222
2396,18101,1,1223
752,7075,1,1224
2114,14704,0,1225
1791,16870,0,1226
2538,21531,0,1227
1983,17195,0,1228
51,5210,0,1229
2106,1253,1,1230
1090,16634,1,1231
1022,12116,1,1232
2149,4787,0,1233
2337,10441,0,1234
1334,644,0,1235
794,13704,0,1236
22,16959,0,1237
243,16134,0,1238
1708,17726,0,1239
1169,17826,0,1240
410,15299,0,1241
1628,14270,0,1242
679,9808,0,1243
1972,7581,0,1244
25,6982,0,1245
1108,10664,0,1246
1992,18849,0,1247
2538,335,0,1248
864,19047,0,1249
2274,13928,0,1250
182,3955,0,1251
1647,19108,0,1252
299,2727,0,1253
1853,15701,0,1254
1822,7975,0,1255
742,19565,0,1256
70,13715,0,1257
887,19780,0,1258
1910,5797,0,1259
2020,12781,0,1260
672,853,0,1261
625,16333,0,1262
1530,18472,0,1263
1080,4454,0,1264
1529,526,0,1265
1423,12414,0,1266
576,8786,0,1267
497,10989,0,1268
737,6759,1,1269
1257,17203,0,1270
2123,1795,0,1271
348,20343,0,1272
215,10605,0,1273
1170,12137,0,1274
1463,9998,0,1275
1178,4728,0,1276
576,805,0,1277
1315,21112,1,1278
2430,6740,0,1279
621,7701,0,1280
2305,4855,0,1281
2472,17203,0,1282
248,5636,0,1283
2435,20419,1,1284
793,2072,0,1285
117,9326,0,1286
940,21204,0,1287
702,21933,0,1288
1654,5415,0,1289
1656,2789,0,1290
1106,13782,0,1291
1833,21620,0,1292
244,12785,0,1293
228,21545,0,1294
960,18617,0,1295
65,5117,0,1296
280,16597,0,1297
794,19963,0,1298
1108,735,0,1299
545,14088,0,1300
382,12585,0,1301
2472,14680,0,1302
2396,16561,0,1303
1959,6750,0,1304
788,14901,1,1305
2430,2818,0,1306
1365,16184,0,1307
2446,22043,0,1308
70,5727,0,1309
397,14825,0,1310
1197,12879,0,1311
467,21605,0,1312
1564,2980,0,1313
261,14378,0,1314
1284,9327,0,1315
2122,18036,0,1316
1995,17828,0,1317
899,15261,0,1318
582,14840,0,1319
1978,12225,0,1320
572,8704,0,1321
2412,10590,0,1322
2299,13099,0,1323
1213,17504,0,1324
2119,12660,0,1325
2062,2270,0,1326
1060,801,0,1327
1486,13422,0,1328
1044,19853,0,1329
278,20067,0,1330
961,14317,1,1331
58,21406,0,1332
869,10114,0,1333
389,15107,0,1334
410,15301,0,1335
8,349,0,1336
947,13423,0,1337
922,5515,0,1338
1608,15212,0,1339
2430,806,0,1340
1702,16823,0,1341
531,19817,1,1342
397,12919,0,1343
243,9841,0,1344
1605,8791,0,1345
565,12610,0,1346
148,21345,0,1347
661,7970,0,1348
1992,7245,0,1349
510,1360,0,1350
2224,12785,0,1351
2293,10545,0,1352
144,7976,0,1353
2407,12311,1,1354
1810,6672,0,1355
1602,18111,0,1356
1631,6556,0,1357
348,13164,0,1358
151,691,1,1359
1739,11643,0,1360
1621,17885,0,1361
1978,12227,0,1362
102,20247,0,1363
1145,4785,0,1364
1317,15355,0,1365
1178,14707,0,1366
65,1185,0,1367
759,4311,0,1368
1915,9455,0,1369
1825,5339,0,1370
745,7077,0,1371
1605,20429,0,1372
1583,21531,0,1373
53,9734,0,1374
2089,2681,0,1375
261,3240,0,1376
1293,8344,0,1377
2546,5349,0,1378
2361,286,0,1379
1673,13271,0,1380
462,2827,0,1381
2020,20715,0,1382
65,20757,0,1383
166,18152,0,1384
219,19817,0,1385
632,7127,0,1386
1342,9322,0,1387
2,16495,0,1388
92,6748,0,1389
2389,18153,0,1390
2405,21455,0,1391
978,15000,0,1392
1656,3068,0,1393
683,5786,0,1394
2322,5069,0,1395
107,4082,0,1396
1932,3042,0,1397
1879,9989,0,1398
432,12352,0,1399
1296,9734,0,1400
598,1657,0,1401
1507,6690,0,1402
2220,13427,0,1403
722,8516,0,1404
2430,17561,0,1405
759,8379,0,1406
1934,174,0,1407
1133,808,0,1408
1413,2789,0,1409
366,9164,0,1410
541,9189,1,1411
912,5734,0,1412
1699,19646,0,1413
1258,21936,0,1414
547,21282,0,1415
734,5991,1,1416
56,18761,0,1417
725,10315,0,1418
2284,20224,0,1419
1937,20134,0,1420
